Sentences,Labels
dulu kaum babi menyebut ketua komnas ham   natalius pigai monyet manusia hitam gara gara membela habib rizieq   nah sekarang komnas menyerang fahri hamzah   kaum babi malah muji muji komnas ham   dasar penjilat  ,Hate Speech
pdip partai paling korup   bisa dipercaya,Hate Speech
usah bingung ragu   bergabung adalah pilihan tepat   ada banyak manfaat didapatkan  ,Positif
barang seharusnya say kok menyasar jauh papua   modus penipuan     ,Hate Speech
prediksi persija jakarta vs psis semarang 18 september 2018,Netral
terletak daerah atas jadi tempat nya dingin pemandangan nya bagus   pengunjung menikmati galeri kayu ukiran berfoto foto sana   tempat nya luas nyaman   sana hanya pesan minuman hot chocolate hazelnut   cokelat nya cukup pekat enak   rekomendasi pasangan menginginkan suasana romantis  ,Positif
kasihan   padahal kalau ada polling denny siregar cebong girang sekali   sayang   dipupus kalah telak nya jokowi polling denny  ,Hate Speech
tempat makan bersahabat dompet   tempat makan menyediakan berbagai masakan sunda suasana tempat makan kental adat sunda   berkunjunglah waktu makan siang saat makan siang orang orang menanti makan tempat   rasa makanan pas lidah harga bersahabat mungkin membuat tempat makan satu ramai dikunjungi pengunjung  ,Positif
sejauh mata memandang flash sale yang paling enak  ,Positif
pertama kalinya aku menggunakan nama nya bb cream concealer   seumur umur pernah pakai   d honetsly   ternyata aku jatuh cinta sama bb cream pixy 4 beauty benefits   bagus banget  ,Positif
sedang bandung ingin mencicipi tempat berbagai jenis makanan   bisa mencoba datang sini   banyak stand makanan tersedia   mungkin anda akan bingung menentukan pilihan dimakan   apa   harga nya rasa terjangkau   jangan lupa bawa payung kalau hujan   tidak basah tempat parkir stand makan nya cukup jauh  ,Positif
pilihan restoran menu menu makanan indonesia maupun eropa harga terjangkau porsi mengenyangkan   saat tertentu   misal   malam minggu   untuk buka puasa   baiknya datang lebih awal meja berbanding terbalik jumlah konsumen datang  ,Positif
roti nya enak banget dengan ice cream sangat enak   lokasi jalan braga tempat nya nyaman   asik buat hang out bersama teman kolega   direkomendasikan banget,Positif
allah sadis pak anies diginiin   pak anies pejabat negara tuan rumah jakarta   sadis biadab rezim sekarang   jangan pilih pdip partai pendukung penista agama  ,Hate Speech
liburan bandung memang bakalan jauh jauh nama nya kuliner perhentian pertama adalah bakso boedjangan sebenarnya juga area kelapa gading jakarta   cuma rasanya kurang kalau bandung tidak menyebakan yang di sini   hehehe saya sini masih jam jam sarapan jadi tempat nya terlalu ramai kita langsung duduk  ,Positif
kok dibiarkan bangunan atas sungai   jalan rshs mnj pasar ciroyom cc aneh,Hate Speech
diajak sini teman sedang kuliah bandung   pertama diajak kira cabe rawit ada dekat unpar   ternyata jauh berbeda   tempat letak nya sangat strategis dekat jalan   dago memiliki pilihan menu yang cukup banyak   suasana nya sendiri sangat nyaman   mendukung duduk lama mengobrol makan minum   kualitas makanan minuman nya rasanya enak  ,Positif
sangat suka minuman sini merah meriah rasanya enak rasa manis pas sekali   terdapat beraneka ragam jenis minuman favorit masih tetap es teh manis   mungkin lidah terlalu ndeso kali   hehehe,Positif
kebakaran hutan sumbing meluas,Netral
mal lengkap dinikmati bersama keluarga   banyak tersedia gerai gerai pakaian bermerk   makanan area permainan ice skating,Positif
tempat   tipikal kafe jakarta dominan kayu   oke tempat nongkrong   makanan   memesan pasta aglio olio rasanya standard  ,Positif
takut,Hate Speech
film action   dijamin bosan hyung,Positif
komikus bayaran bukan sih   keperluan politik 2019  ,Hate Speech
bikin sanpachi di mayfair building beda ada nya menu daging babi semua sanpachi menyediakan menu tersebut   harga tidak bisa dikatakan murah   sebandinglah rasa suasana nya enak  ,Positif
pilih es krim rhum raisin ingin merasakan sensasi hangat aroma rhum   sayang nya mengandung alcohol   tempat nya nyaman duduk duduk sambal sekadar minum the   pelayan nya ramah sigap   salah satu resto tua bandung   jadi banyak sekali turis turis bule tua mampir sini   mungkin dulu semasa muda sering sini  ,Positif
sudah registrasi tidak sms 5111  ,Netral
rumah makan sari raos tempat nya bersih nyaman   memiliki pelayanan baik staff nya ramah ramah khas nya orang sunda   menu makanan cukup variatif masakan ala khas sunda cita rasa enak harga terjangkau  ,Positif
wifi sini selalu eror   makanan minuman mahal   lumpiah goreng asin sekali   teh susu sedikit enak   lama sekali pesanan,Hate Speech
biasa coba makan bento porsi cukup banyak   pilihan bento cukup beragam mulai salmon   ayam   daging sapi   hidangan penutup biasa pesan es strawberry,Positif
waktu sini sore hari bersama keluarga   suasana tempat nyaman pemandangan alam sejuk udara nya   kemarin cobalah minuman leci yougurt sama pisang goreng coklat   kedua menu saya dicoba enak  ,Positif
rasa ragam makanan   dibilang biasa banyak ditemui hampir seluruh restoran sunda   suasana nya lumayanlah   sedikit mengurangi kepenatan akibat rutinitas sehari sehari   apabila long weekend   mending ke sana deh   mendapatkan tempat duduk harus berebutan dan tidak yang mengatur antrian nya  ,Positif
enak banget siniii semua makanan dari kuah   bakar   goreng   appetizer   soup   main course   makanan penutup   makanan panas   makanan dingin   seafood   non seafood   sayuran semua lengkap,Positif
sini tempat khusus makan steak   bisa buat veget   tempat nya sih nyaman buat lama lama alias nongkrong hehe   tempat cocok buat senang makan daging  ,Positif
diragukan   jokowi memang presiden indonesia paling dicintai rakyat  ,Positif
ingin menikmati iga cara   iga garang asam gigle box cara tepat anda nikmati   segar kuah asam nya membuat perut lapar anda menjadi bahagia   hahahha   doyan banget   bahkan kebangetan suka nya harus dibakar iga nya  ,Positif
ketua dpr agresivitas berutang dikontrol,Netral
restoran konsep openair dapat melihat kota bandung   menikmati pemandangan udara terbuka,Positif
memasang foto editan rizieq pakai topi santa claus   ade armando dipolisikan,Netral
cucu mantan dirut pertamina era suharto   yakin harta   bukan hasil korupsi   bermewah mewah hasil korupsi   di negara   punya budaya malu   makan hasil korupsi  ,Hate Speech
jauh banget jalan masuk nya rada seram kalau malam hihi tiba the peak suasana nya romantis   aku pesan steak mix sosis ikan daging   rasanya enak,Positif
malu   minder   jadi wni   situ pindah negara   saja kok repot   malu masih tinggal indonesia   otak oon dasar,Hate Speech
itu beserta keluarga makan bersama   menyarankan mencoba makan retaurant   saya keluarga memesan mencoba semua pesanan   kesimpulan bisa saya ambil makan restoran adalah perfect   awesome   absolutely bagus   semuanya enak banget   kepiting telur asin nya   nikmat hingga cangkang cangkang kepiting nya   porsi nya banyaak   buat sekeluarga cukup  ,Positif
menjadi seorang editor national geographic indonesia,Netral
hanamasa mengusung konsep ala kamu makan bisa didapatkan harga kisaran 150rb   terdapat pilihan grill berupa beef   chicken   seafood   pilihan suki juga   keseluruhan baik   tempat bagus nongkrong lama bareng teman  ,Positif
rasa mi naripan memang terkenal enak porsi lumayan banyak   harga cukup mahal menengah atas   sesuai rasa diberikan  ,Positif
tempat sih oke   cuma parkir nya kadang jalanan ada jaga   tahu pas datang ramai mobil bagaimana   pesan soto ayam   lumayan   pesan nasi merah   oke rasanya  ,Positif
tdi tarik uang atm bni tamansari kec  bandung wetan   uang nya keluar mesin sms banking masuk kalau misalnya penarikan   kacau sih pelayanan  ,Hate Speech
melakakukan reservasi malam tahun baru   minimal open table daerah a 990 000 termasuk tax   suka pelayanan sini sangat cepat ramah   tempat nya enak dapat melihat citylight kejauhan   soup mushroom   mushroom nya kurang terasa   tenderloin nya terlalu banyak bumbu garem nya jadi asin banget   triple chocolate cabe nya enak rasanya terlalu manis   pas mulut   keseluruhan baik suka puas  ,Positif
restoran memiliki 2 lantai   terletak gedung sama tama boutique hotel   sensasi ala ala korea terasa sejak menjejakkan langkah pertama restoran   sehelai hanbok   pakaian tradisional gadis korea tergantung hiasan tembok   interior nya cukup mewah   makanan disediakan restoran adalah makanan korea   juga menyediakan barbecue pula menyediakan daging non halal   lanjutan,Positif
jadi pendukung jokowi malah bikin untung,Hate Speech
tenggak miras oplosan   pelajar tasikmalaya tewas,Netral
desain interior suasana membuat pilihan pertama mampir   menunggu gerimis hilang   menu pesanan disodorkan memilih irish coffee banana sweet nachos   ternyata irish kopi tak muncul malah dihidangkan foto es kopi   memanggil pelayan memastikan pesanan   diperoleh jawaban kalau irish kopi tak karena ingredient disebutkan tak   sekarang mengerti   lanjutan,Positif
hanamasa ada sejak zaman kuliah letak nya waktu di depan bip jalan merdeka   ala kamu makan ambil sendiri   masak sendiri   mantap rasanya  ,Positif
enak buat jalan jalan   pas malam malam   kalau buat makanan rasa biasa   pernah order gurame bakar   gurame nya sedikit overburn   kalau tujuan utama buat makan sih biasa mending cari tempat   kalau jalan jalan   memang tempat bagus pemandangan nya  ,Positif
penasaran dusun bambu mendapatkan info teman menjadikan dusun bambu menjadi daftar wajib ku njungi menghabiskan liburan bandung   berangkat dago atas menuju dusun bambu melewati dago atas arah lembang   perjalanan menuju lokasi dusun bambu cukup jauh dibandingkan ke kampung daun sapu lidi  ,Positif
semuanya enak   sambal nya seuhah   cuma sekarang porsi nya dikurangi   ayam nya jadi kecil   sambal nya jadi sedikit   sambal leunca nya jadi sedikit  ,Positif
apa gua marah indosat cacat banget si,Hate Speech
ibu sri tahu harga karet dipetani 3 tahun miris   listrik mahal   gas mahal langka   turun mana logika nya   zaman 13 ribu   kg   3 tahun pe 5500   kg,Hate Speech
korupsi meraja lela   koruptor bebas berkeliaran   kantor polisi diisi pecundang mata duitan banyak bacok hanya mau membela sanggup bayar   benar benar malang indonesia  ,Hate Speech
manusia manusia memang dilahirkan jadi pecundang,Hate Speech
tempat hang out makan makan   nasi marah bali level 2 nya enak   potongan daging udang cumi digoreng bersama nasi   potongan daging udang cumi tersebut terasa segar tidak amis  ,Positif
terus lakukan penggusuran kawasan sunda kelapa   habisi semua pribumi miskin,Hate Speech
marah kok tumbenan telkomsel eror,Hate Speech
periksa setya novanto   kpk telusuri keterlibatan pihak di korupsi e ktp,Netral
indonesia niat jualan begitu deh,Hate Speech
jalan braga memang cocok berkumpul sekalian kumpul kumpul bersama teman teman   jangan lupa mampir sini tempat nya lumayan nyaman   hanya sekadar menikmati makan malam   tempat nya satu kawasan braga city walk,Positif
aku kecewa lagu nya melody echo chamber baru   hmm aliran nya berubah pyschedelic kayak shoegazing   terus rumor dekat sama pria baru semenjak putus sama kevin parker tame impala  ,Hate Speech
payah sekali pelayanan pos indonesia ini,Hate Speech
teman teman berkunjung akhir agustus 2014   makanan resto cukup enak harga terjangkau sekelas resto   pelayanan cepat gesit   makanan favorit hongarian soup newyork tenderloin   tempat cocok pasangan dan menjamu tamu luarkota   pemandangan resto kota bandung   jikalau hujan disarankan duduk luar gedung lebih menikmati suasana dingin  ,Positif
bersama keluarga makan siang sini   lantai 5 di seberang tepat area kitchen   sangat nyaman   staf kitchen nya sangat berisik sekali bicarakan bahasa sunda yang kasar dengan suara lantang   makanan cukup baik   tempat menunjang   dari kenyamanan nya ada nilai nya  ,Hate Speech
pertama kali makan malam the 18th   langsung tawarkan mbak aisyah romantis makan malam makan malam the 18th   view nya bagus sekali   makana nya enak   pelayanan nya memuaskan   terima kasih banyak aisyah banyak membantu memberikan momen indah untuk pacar saya   sangat senang terharu kejutan saya berikan  ,Positif
paling suka banget makan siang sini ayam sama sambal nya enak banget harga nya luar biasa hemat   rasa ayam nya meresap ketulang nya   es ludah buaya nya segar bikin adem perut makan sambal pedas   pelayan nya sigap ramah   aku suka tempat kasir tulisan 10   disumbangkan beramal   buat makan jadi lebih enak perut,Positif
kok si tolol jadi pemimpin   diketawain moderator kata nya oke oce eh malah orang disuruh jadi tukang becak   dasar si anus buswetan,Hate Speech
tempat nya selalu ramai pengunjung harga nya sangat terjangkau indomie   keju   roti bakar   semuanya disajikan tumpukan keju berlimpah,Positif
berbekal referensi internet   penggemar steak mencari alternatif tempat belum datangi   salah satu nya abuba   pesan tenderlorin t bone pembakaran cukup matang   menunggu lama   resto sedang penuh akhir pekan   pesanan jauh bayangkan   steak yang gosong keras   satu steak merah cenderung mentah   penyajian asal asal an   steak nya  ,Hate Speech
usah ragu internetan pakai smartfren   4   sepuas nya   aku aja pakai  ,Positif
jadi masalah   wong pendukung say koruptor semua   berapa orang kader demokrat sudah jebloskan kebun binatang  ,Hate Speech
berantakan,Hate Speech
lounge berada lantai 3 hotel grandia termasuk baru   membawa konsep city lounge cukup menarik perhatian berlatar belakang pasupati fly over merupakan icon kota bandung   datang saat peristiwa hari jumat tanggal 5 february kemarin   pengunjung cukup ramai   pilihan menu cukup variatif ditambah nya promo bir   yang menarik  ,Positif
mencari steak murah ini   harga nya terjangkau rasa lumayan   menu favorit tenderloin double extra sauce   milkshake flat nya mantap   jus alpukat nya tidak kalah enak,Positif
dessert nya suka banget   enak rasanya pas   tempat nya nyaman   bersih elegant   banyak makanan unik hidangan nya,Positif
suka makan sini kalau bandung   makan piring daun pisang tidak biasa   perlu dicoba ayam bambu   sesalkan mereka menjual ikan hiu   sedih sekali melihat babi hiu yang dipajang antara ikan ikan di lemari pendingin  ,Positif
kafe pemandangan pemandangan kota bandung waktu malam nya sangat bagus   luas   kerlap   kerlip lampu kota bandung tampak ramai terlihat sini   sangat indah harga makanan sini terbilang cenderung murah standar kafe   rasa lumayan penyajian terlalu lama  ,Positif
tempat menyediakan menu sesuai masakan rumahan   bakmoy   kangkung petis   lotek   ketinggalan es buah  ,Positif
